repository,branch,loc,error,elapsed_seconds,file_count
flipt-io__flipt,instance_flipt-io__flipt-29d3f9db40c83434d0e3cc082af8baec64c391a9,209371,,0.25,788
flipt-io__flipt,instance_flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b,209551,,0.22,788
flipt-io__flipt,instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,209849,,0.26,796
flipt-io__flipt,instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,209883,,0.31,796
flipt-io__flipt,instance_flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e,210827,,0.23,808
flipt-io__flipt,instance_flipt-io__flipt-72d06db14d58692bfb4d07b1aa745a37b35956f3,215311,,0.21,836
flipt-io__flipt,instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,216062,,0.23,838
flipt-io__flipt,instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,216432,,0.28,847
flipt-io__flipt,instance_flipt-io__flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26,216924,,0.43,850
flipt-io__flipt,instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,218061,,0.21,881
flipt-io__flipt,instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,218432,,0.25,884
flipt-io__flipt,instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,217630,,0.21,889
flipt-io__flipt,instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,218137,,0.18,890
flipt-io__flipt,instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,221312,,0.26,897
flipt-io__flipt,instance_flipt-io__flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0,220485,,0.39,915
flipt-io__flipt,instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,220751,,0.25,915
flipt-io__flipt,instance_flipt-io__flipt-15b76cada1ef29cfa56b0fba36754be36243dded,220379,,0.26,921
flipt-io__flipt,instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,224400,,0.32,931
flipt-io__flipt,instance_flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f,227654,,0.37,969
flipt-io__flipt,instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,228975,,0.15,976
flipt-io__flipt,instance_flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a,230415,,0.14,979
flipt-io__flipt,instance_flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0,230638,,0.19,977
flipt-io__flipt,instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,231026,,0.28,978
flipt-io__flipt,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,230996,,0.26,986
flipt-io__flipt,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,228521,,0.19,993
flipt-io__flipt,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,228834,,0.24,995
flipt-io__flipt,instance_flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3,229545,,0.28,1000
flipt-io__flipt,instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,230848,,0.36,1008
flipt-io__flipt,instance_flipt-io__flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f,230861,,0.42,1008
flipt-io__flipt,instance_flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1,233084,,0.16,1025
flipt-io__flipt,instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,235871,,0.18,1058
flipt-io__flipt,instance_flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4,237492,,0.31,1064
flipt-io__flipt,instance_flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9,239912,,0.19,1105
flipt-io__flipt,instance_flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063,241806,,0.25,1112
flipt-io__flipt,instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,242708,,0.27,1121
flipt-io__flipt,instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,248499,,0.31,1092
flipt-io__flipt,instance_flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192,249067,,0.32,1094
flipt-io__flipt,instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,248841,,0.4,1092
flipt-io__flipt,instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,259252,,0.34,1123
flipt-io__flipt,instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,258183,,0.42,1127
flipt-io__flipt,instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,261144,,0.37,1131
flipt-io__flipt,instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,263152,,0.34,1148
flipt-io__flipt,instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,282974,,0.34,1153
flipt-io__flipt,instance_flipt-io__flipt-86906cbfc3a5d3629a583f98e6301142f5f14bdb-v6bea0cc3a6fc532d7da914314f2944fc1cd04dee,283592,,0.37,1155
flipt-io__flipt,instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,282512,,0.33,1153
flipt-io__flipt,instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,282033,,0.33,1150
flipt-io__flipt,instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,282206,,0.36,1151
future-architect__vuls,instance_future-architect__vuls-9aa0d87a21bede91c2b45c32187456bb69455e92,45263,,0.11,153
future-architect__vuls,instance_future-architect__vuls-8d5ea98e50cf616847f4e5a2df300395d1f719e9,45978,,0.15,160
future-architect__vuls,instance_future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967,46097,,0.12,161
future-architect__vuls,instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,52267,,0.14,167
future-architect__vuls,instance_future-architect__vuls-c11ba27509f733d7d280bdf661cbbe2e7a99df4c,52395,,0.16,167
future-architect__vuls,instance_future-architect__vuls-4b680b996061044e93ef5977a081661665d3360a,44770,,0.15,153
future-architect__vuls,instance_future-architect__vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a,44857,,0.15,153
future-architect__vuls,instance_future-architect__vuls-edb324c3d9ec3b107bf947f00e38af99d05b3e16,45274,,0.15,153
future-architect__vuls,instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,45480,,0.08,153
future-architect__vuls,instance_future-architect__vuls-9a32a94806b54141b7ff12503c48da680ebcf199,45654,,0.14,157
future-architect__vuls,instance_future-architect__vuls-d576b6c6c15e56c47cc3e26f5878867677d4a9ea,45933,,0.1,159
future-architect__vuls,instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f,45619,,0.13,157
future-architect__vuls,instance_future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a,45640,,0.13,157
future-architect__vuls,instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4,46325,,0.1,175
future-architect__vuls,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,46163,,0.12,175
future-architect__vuls,instance_future-architect__vuls-abd80417728b16c6502067914d27989ee575f0ee,46564,,0.12,175
future-architect__vuls,instance_future-architect__vuls-e3c27e1817d68248043bd09d63cc31f3344a6f2c,46649,,0.12,175
future-architect__vuls,instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,46517,,0.15,174
future-architect__vuls,instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,97442,,0.11,179
future-architect__vuls,instance_future-architect__vuls-7eb77f5b5127c847481bcf600b4dca2b7a85cf3e,69304,,0.13,177
future-architect__vuls,instance_future-architect__vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc,120999,,0.17,188
future-architect__vuls,instance_future-architect__vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed,122380,,0.12,193
future-architect__vuls,instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d,123295,,0.12,195
future-architect__vuls,instance_future-architect__vuls-8659668177f1feb65963db7a967347a79c5f9c40,119388,,0.13,198
future-architect__vuls,instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264,48205,,0.1,185
future-architect__vuls,instance_future-architect__vuls-fe8d252c51114e922e6836055ef86a15f79ad042,48628,,0.14,186
future-architect__vuls,instance_future-architect__vuls-fd18df1dd4e4360f8932bc4b894bd8b40d654e7c,48582,,0.11,188
future-architect__vuls,instance_future-architect__vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0,48580,,0.09,188
future-architect__vuls,instance_future-architect__vuls-86b60e1478e44d28b1aff6b9ac7e95ceb05bc5fc,50943,,0.12,188
future-architect__vuls,instance_future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,55431,,0.15,190
future-architect__vuls,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,55821,,0.12,190
future-architect__vuls,instance_future-architect__vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c,56081,,0.14,190
future-architect__vuls,instance_future-architect__vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d,60525,,0.14,192
future-architect__vuls,instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13,60354,,0.14,192
future-architect__vuls,instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc,60035,,0.12,192
future-architect__vuls,instance_future-architect__vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011,68479,,0.11,209
future-architect__vuls,instance_future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702,69363,,0.15,214
future-architect__vuls,instance_future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,69570,,0.17,215
future-architect__vuls,instance_future-architect__vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23,69875,,0.09,215
future-architect__vuls,instance_future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,69964,,0.11,215
future-architect__vuls,instance_future-architect__vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c,70758,,0.09,217
future-architect__vuls,instance_future-architect__vuls-dc496468b9e9fb73371f9606cdcdb0f8e12e70ca,72499,,0.12,220
future-architect__vuls,instance_future-architect__vuls-be7b9114cc9545e68fb0ee7bc63d7ec53d1a00ad,72197,,0.15,223
future-architect__vuls,instance_future-architect__vuls-e1df74cbc1a1d1889428b3333a3b2405c4651993,72260,,0.08,223
future-architect__vuls,instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,72320,,0.13,223
future-architect__vuls,instance_future-architect__vuls-ef2be3d6ea4c0a13674aaab08b182eca4e2b9a17-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,73005,,0.14,224
future-architect__vuls,instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,73061,,0.08,224
future-architect__vuls,instance_future-architect__vuls-e4728e388120b311c4ed469e4f942e0347a2689b-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,73221,,0.13,224
future-architect__vuls,instance_future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d,73412,,0.13,224
future-architect__vuls,instance_future-architect__vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904,74184,,0.12,224
future-architect__vuls,instance_future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e,75597,,0.12,224
future-architect__vuls,instance_future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,75905,,0.08,224
future-architect__vuls,instance_future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45,76256,,0.1,224
future-architect__vuls,instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af,77209,,0.15,224
future-architect__vuls,instance_future-architect__vuls-e049df50fa1eecdccc5348e27845b5c783ed7c76-v73dc95f6b90883d8a87e01e5e9bb6d3cc32add6d,77593,,0.11,224
future-architect__vuls,instance_future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,77921,,0.11,224
future-architect__vuls,instance_future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,78848,,0.16,226
future-architect__vuls,instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,79485,,0.1,226
future-architect__vuls,instance_future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,79570,,0.11,226
future-architect__vuls,instance_future-architect__vuls-f6cc8c263dc00329786fa516049c60d4779c4a07,81699,,0.1,230
future-architect__vuls,instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d,88176,,0.14,237
future-architect__vuls,instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07,88347,,0.16,237
gravitational__teleport,instance_gravitational__teleport-37c3724d0d6637e959e39408ee351565d73afe71-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,3724,,0.75,5025
gravitational__teleport,instance_gravitational__teleport-0cb341c926713bdfcbb490c69659a9b101df99eb,3724,,1.68,5025
gravitational__teleport,instance_gravitational__teleport-6a14edcf1ff010172fdbac622d0a474ed6af46de,13691,,2.22,5084
gravitational__teleport,instance_gravitational__teleport-ba6c4a135412c4296dd5551bd94042f0dc024504-v626ec2a48416b10a88641359a169d99e935ff037,13941,,2.13,5087
gravitational__teleport,instance_gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf,13941,,2.45,5087
gravitational__teleport,instance_gravitational__teleport-bb69574e02bd62e5ccd3cebb25e1c992641afb2a,111244,,3.28,5583
gravitational__teleport,instance_gravitational__teleport-1330415d33a27594c948a36d9d7701f496229e9f,111244,,1.37,5583
gravitational__teleport,instance_gravitational__teleport-46a13210519461c7cec8d643bfbe750265775b41,113703,,1.51,5596
gravitational__teleport,instance_gravitational__teleport-c1b1c6a1541c478d7777a48fca993cc8206c73b9,315533,,0.87,5808
gravitational__teleport,instance_gravitational__teleport-ac2fb2f9b4fd1896b554d3011df23d3d71295779,328306,,2.11,5830
gravitational__teleport,instance_gravitational__teleport-fd2959260ef56463ad8afa4c973f47a50306edd4,328573,,2.61,5832
gravitational__teleport,instance_gravitational__teleport-dd3977957a67bedaf604ad6ca255ba8c7b6704e9,463052,,1.32,6148
gravitational__teleport,instance_gravitational__teleport-e6681abe6a7113cfd2da507f05581b7bdf398540-v626ec2a48416b10a88641359a169d99e935ff037,463052,,0.82,6148
gravitational__teleport,instance_gravitational__teleport-6eaaf3a27e64f4ef4ef855bd35d7ec338cf17460-v626ec2a48416b10a88641359a169d99e935ff037,471173,,1.94,6167
gravitational__teleport,instance_gravitational__teleport-3fa6904377c006497169945428e8197158667910-v626ec2a48416b10a88641359a169d99e935ff037,476168,,2.33,6189
gravitational__teleport,instance_gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70,478946,,1.55,6201
gravitational__teleport,instance_gravitational__teleport-10123c046e21e1826098e485a4c2212865a49d9f,577291,,2.33,6478
gravitational__teleport,instance_gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322,595508,,2.95,6528
gravitational__teleport,instance_gravitational__teleport-db89206db6c2969266e664c7c0fb51b70e958b64,595508,,4.08,6528
gravitational__teleport,instance_gravitational__teleport-b5d8169fc0a5e43fee2616c905c6d32164654dc6,786230,,2.36,6830
gravitational__teleport,instance_gravitational__teleport-46aa81b1ce96ebb4ebed2ae53fd78cd44a05da6c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,786230,,1.46,6830
gravitational__teleport,instance_gravitational__teleport-89f0432ad5dc70f1f6a30ec3a8363d548371a718,786230,,4.44,6830
gravitational__teleport,instance_gravitational__teleport-007235446f85b1cbaef92664c3b3867517250f21,784537,,4.13,6829
gravitational__teleport,instance_gravitational__teleport-3ff75e29fb2153a2637fe7f83e49dc04b1c99c9f,408288,,1.67,5984
gravitational__teleport,instance_gravitational__teleport-b8fbb2d1e90ffcde88ed5fe9920015c1be075788-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,412206,,1.48,5988
gravitational__teleport,instance_gravitational__teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c,412966,,1.07,5990
gravitational__teleport,instance_gravitational__teleport-1316e6728a3ee2fc124e2ea0cc6a02044c87a144-v626ec2a48416b10a88641359a169d99e935ff037,418515,,1.04,5996
gravitational__teleport,instance_gravitational__teleport-769b4b5eec7286b7b14e179f2cc52e6b15d2d9f3-v626ec2a48416b10a88641359a169d99e935ff037,418518,,2.06,5996
gravitational__teleport,instance_gravitational__teleport-82185f232ae8974258397e121b3bc2ed0c3729ed-v626ec2a48416b10a88641359a169d99e935ff037,418681,,1.19,5998
gravitational__teleport,instance_gravitational__teleport-326fd1d7be87b03998dbc53bc706fdef90f5065c-v626ec2a48416b10a88641359a169d99e935ff037,440148,,1.57,6060
gravitational__teleport,instance_gravitational__teleport-0ac7334939981cf85b9591ac295c3816954e287e,441404,,1.45,6061
gravitational__teleport,instance_gravitational__teleport-59d39dee5a8a66e5b8a18a9085a199d369b1fba8-v626ec2a48416b10a88641359a169d99e935ff037,600571,,2.1,6493
gravitational__teleport,instance_gravitational__teleport-629dc432eb191ca479588a8c49205debb83e80e2,621454,,1.1,6552
gravitational__teleport,instance_gravitational__teleport-c782838c3a174fdff80cafd8cd3b1aa4dae8beb2,632342,,1.11,6580
gravitational__teleport,instance_gravitational__teleport-f432a71a13e698b6e1c4672a2e9e9c1f32d35c12,632342,,3.24,6580
gravitational__teleport,instance_gravitational__teleport-a95b3ae0667f9e4b2404bf61f51113e6d83f01cd,867861,,2.06,6889
gravitational__teleport,instance_gravitational__teleport-b4e7cd3a5e246736d3fe8d6886af55030b232277,869526,,2.61,6890
gravitational__teleport,instance_gravitational__teleport-fb0ab2b9b771377a689fd0d0374777c251e58bbf,923525,,1.18,6995
gravitational__teleport,instance_gravitational__teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d,923621,,2.52,6997
gravitational__teleport,instance_gravitational__teleport-288c5519ce0dec9622361a5e5d6cd36aa2d9e348,929842,,2.11,7077
gravitational__teleport,instance_gravitational__teleport-eda668c30d9d3b56d9c69197b120b01013611186,1140982,,2.95,7915
gravitational__teleport,instance_gravitational__teleport-78b0d8c72637df1129fb6ff84fc49ef4b5ab1288,1087282,,2.78,7755
gravitational__teleport,instance_gravitational__teleport-c335534e02de143508ebebc7341021d7f8656e8f,1101293,,2.61,7792
gravitational__teleport,instance_gravitational__teleport-24cafecd8721891092210afc55f6413ab46ca211-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,892363,,0.44,2235
gravitational__teleport,instance_gravitational__teleport-1b08e7d0dbe68fe530a0f08ad408ec198b7c53fc-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,899335,,1.25,2264
gravitational__teleport,instance_gravitational__teleport-ad41b3c15414b28a6cec8c25424a19bfa7abd0e9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,907704,,1.69,2284
gravitational__teleport,instance_gravitational__teleport-3ff19cf7c41f396ae468797d3aeb61515517edc9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,952503,,1.36,2484
gravitational__teleport,instance_gravitational__teleport-53814a2d600ccd74c1e9810a567563432b98386e-vce94f93ad1030e3136852817f2423c1b3ac37bc4,983024,,1.75,2517
gravitational__teleport,instance_gravitational__teleport-d873ea4fa67d3132eccba39213c1ca2f52064dcc-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1044467,,1.18,2629
gravitational__teleport,instance_gravitational__teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1051456,,1.46,2655
gravitational__teleport,instance_gravitational__teleport-65438e6e44b6ce51458d09b7bb028a2797cfb0ea-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1086252,,0.87,2752
gravitational__teleport,instance_gravitational__teleport-0ecf31de0e98b272a6a2610abe1bbedd379a38a3-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1089143,,1.4,2756
gravitational__teleport,instance_gravitational__teleport-e6895d8934f6e484341034869901145fbc025e72-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1236463,,2.05,2821
gravitational__teleport,instance_gravitational__teleport-cb712e3f0b06dadc679f895daef8072cae400c26-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1235420,,1.65,2815
gravitational__teleport,instance_gravitational__teleport-2be514d3c33b0ae9188e11ac9975485c853d98bb-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1242992,,1.2,2839
gravitational__teleport,instance_gravitational__teleport-02d1efb8560a1aa1c72cfb1c08edd8b84a9511b4-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1254812,,1.95,2839
gravitational__teleport,instance_gravitational__teleport-645afa051b65d137654fd0d2d878a700152b305a-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1276258,,1.71,2903
gravitational__teleport,instance_gravitational__teleport-af5e2517de7d18406b614e413aca61c319312171-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1281345,,1.18,2928
gravitational__teleport,instance_gravitational__teleport-e6d86299a855687b21970504fbf06f52a8f80c74-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1355222,,1.13,3066
gravitational__teleport,instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4,1355981,,2.06,3069
gravitational__teleport,instance_gravitational__teleport-4e1c39639edf1ab494dd7562844c8b277b5cfa18-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1508966,,1.67,3476
gravitational__teleport,instance_gravitational__teleport-73cc189b0e9636d418c4470ecce0d9af5dae2f02-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1583393,,2.54,3644
gravitational__teleport,instance_gravitational__teleport-3a5c1e26394df2cb4fb3f01147fb9979662972c5-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1588992,,1.91,3692
gravitational__teleport,instance_gravitational__teleport-d6ffe82aaf2af1057b69c61bf9df777f5ab5635a-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1598507,,1.58,3714
gravitational__teleport,instance_gravitational__teleport-1a77b7945a022ab86858029d30ac7ad0d5239d00-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,52466,,3.1,5388
gravitational__teleport,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,860681,,2.51,5990
gravitational__teleport,instance_gravitational__teleport-87a593518b6ce94624f6c28516ce38cc30cbea5a,893476,,3.82,6169
gravitational__teleport,instance_gravitational__teleport-47530e1fd8bfb84ec096ebcbbc29990f30829655-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1048470,,3.2,6609
gravitational__teleport,instance_gravitational__teleport-2bb3bbbd8aff1164a2353381cb79e1dc93b90d28-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1048563,,1.02,6619
gravitational__teleport,instance_gravitational__teleport-2b15263e49da5625922581569834eec4838a9257-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1055351,,3.13,6670
gravitational__teleport,instance_gravitational__teleport-005dcb16bacc6a5d5890c4cd302ccfd4298e275d-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1107542,,1.52,7308
gravitational__teleport,instance_gravitational__teleport-32bcd71591c234f0d8b091ec01f1f5cbfdc0f13c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1108440,,3.55,7344
gravitational__teleport,instance_gravitational__teleport-bb562408da4adeae16e025be65e170959d1ec492-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1124055,,3.03,7378
gravitational__teleport,instance_gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,1189043,,6.61,7560
gravitational__teleport,instance_gravitational__teleport-4f771403dc4177dc26ee0370f7332f3fe54bee0f-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,534454,,3.29,7832
gravitational__teleport,instance_gravitational__teleport-baeb2697c4e4870c9850ff0cd5c7a2d08e1401c9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,563913,,4.4,7928
internetarchive__openlibrary,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,224994,,0.65,1580
internetarchive__openlibrary,instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91,225033,,0.58,1580
internetarchive__openlibrary,instance_internetarchive__openlibrary-7cbfb812ef0e1f9716e2d6e85d538a96fcb79d13-vfa6ff903cb27f336e17654595dd900fa943dcd91,252074,,0.65,1563
internetarchive__openlibrary,instance_internetarchive__openlibrary-acdddc590d0b3688f8f6386f43709049622a6e19-vfa6ff903cb27f336e17654595dd900fa943dcd91,222721,,0.54,1569
internetarchive__openlibrary,instance_internetarchive__openlibrary-e390c1212055dd84a262a798e53487e771d3fb64-v8717e18970bcdc4e0d2cea3b1527752b21e74866,319758,,0.68,1558
internetarchive__openlibrary,instance_internetarchive__openlibrary-03095f2680f7516fca35a58e665bf2a41f006273-v8717e18970bcdc4e0d2cea3b1527752b21e74866,321676,,0.88,1556
internetarchive__openlibrary,instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,322366,,0.58,1557
internetarchive__openlibrary,instance_internetarchive__openlibrary-a48fd6ba9482c527602bc081491d9e8ae6e8226c-vfa6ff903cb27f336e17654595dd900fa943dcd91,323141,,0.7,1562
internetarchive__openlibrary,instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,346576,,0.52,1592
internetarchive__openlibrary,instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb,356655,,0.67,1579
internetarchive__openlibrary,instance_internetarchive__openlibrary-c12943be1db80cf1114bc267ddf4f9933aca9b28-v2c55207218fb8a0138425cbf7d9675272e240b90,356539,,0.82,1575
internetarchive__openlibrary,instance_internetarchive__openlibrary-9bdfd29fac883e77dcbc4208cab28c06fd963ab2-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,345356,,0.29,1579
internetarchive__openlibrary,instance_internetarchive__openlibrary-89e4b4431fe7506c365a6f6eb6f6d048d04c044c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,345408,,0.64,1581
internetarchive__openlibrary,instance_internetarchive__openlibrary-92db3454aeaa02f89b4cdbc3103f7e95c9759f92-v2c55207218fb8a0138425cbf7d9675272e240b90,346200,,0.33,1588
internetarchive__openlibrary,instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,346555,,0.43,1588
internetarchive__openlibrary,instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,347794,,0.77,1601
