Clean,shortened_instance_id,"instance_id 
",LOC_Delta,Raw_LOC_Count,File_Count,Repo,Latest Run Date,Current Run #,Status,"OVERALL
UNIT TESTS","LATEST
PASS_TO_PASS","LATEST
FAIL_TO_PASS",Project_Guide_URL,Comments,name,,Projected onboarding date
,43-element,instance_element-hq__element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f-vnan,2094,573384,2943,element-hq/element-web,,,,,,,,,,,12/20/2025
,44-element,instance_element-hq__element-web-9a31cd0fa849da810b4fac6c6c015145e850b282-vnan,1191,574575,2944,element-hq/element-web,,,,,,,,,,,12/20/2025
,45-element,instance_element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6-vnan,1211,575786,2950,element-hq/element-web,,,,,,,,,,,12/20/2025
,46-element,instance_element-hq__element-web-33299af5c9b7a7ec5a9c31d578d4ec5b18088fb7-vnan,691,576477,2957,element-hq/element-web,,,,,,,,,,,12/20/2025
,47-element,instance_element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan,25229,601706,3085,element-hq/element-web,,,,,,,,,,,12/20/2025
,48-element,instance_element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab-vnan,79584,681290,3153,element-hq/element-web,,,,,,,,,,,12/20/2025
,49-element,instance_element-hq__element-web-8f3c8b35153d2227af45f32e46bd1e15bd60b71f-vnan,10225,691515,3201,element-hq/element-web,,,,,,,,,,,12/20/2025
,50-element,instance_element-hq__element-web-72a8f8f03b1a01bb70ef8a5bb61759416991b32c-vnan,2516,694031,3207,element-hq/element-web,,,,,,,,,,,12/20/2025
,51-element,instance_element-hq__element-web-44b98896a79ede48f5ad7ff22619a39d5f6ff03c-vnan,3154,697185,3260,element-hq/element-web,,,,,,,,,,,12/20/2025
,52-element,instance_element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan,8616,705801,3398,element-hq/element-web,,,,,,,,,,,12/20/2025
,53-element,instance_element-hq__element-web-d06cf09bf0b3d4a0fbe6bd32e4115caea2083168-vnan,21,705822,3396,element-hq/element-web,,,,,,,,,,,12/20/2025
,54-element,instance_element-hq__element-web-b7fea97bb68c6628a644580076f840109132f074-vnan,11342,694480,3296,element-hq/element-web,,,,,,,,,,,12/20/2025
,55-element,instance_element-hq__element-web-56c7fc1948923b4b3f3507799e725ac16bcf8018-vnan,3806,698286,3327,element-hq/element-web,,,,,,,,,,,12/20/2025
,56-element,instance_element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan,15199,713485,3426,element-hq/element-web,,,,,,,,,,,12/21/2025
,1-flipt-io,instance_flipt-io__flipt-406f9396ad65696d58865b3a6283109cd4eaf40e,43961,43961,223,flipt-io/flipt,,,,,,,,,,,Base Branch
,2-flipt-io,instance_flipt-io__flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920,525,44486,226,flipt-io/flipt,,,,,,,,,,,12/19/2025
,3-flipt-io,instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,6608,51094,244,flipt-io/flipt,,,,,,,,,,,12/19/2025
,4-flipt-io,instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca,110,51204,245,flipt-io/flipt,,,,,,,,,,,12/19/2025
,5-flipt-io,instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,1054,52258,249,flipt-io/flipt,,,,,,,,,,,12/19/2025
,6-flipt-io,instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,49184,101442,480,flipt-io/flipt,,,,,,,,,,,12/19/2025
,7-flipt-io,instance_flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,1983,103425,489,flipt-io/flipt,,,,,,,,,,,12/19/2025
,8-flipt-io,instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,1106,104531,507,flipt-io/flipt,,,,,,,,,,,12/19/2025
,9-flipt-io,instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,28763,75768,318,flipt-io/flipt,,,,,,,,,,,12/19/2025
,10-flipt-io,instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922,34312,110080,336,flipt-io/flipt,,,,,,,,,,,12/19/2025
,11-flipt-io,instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,395,110475,336,flipt-io/flipt,,,,,,,,,,,12/19/2025
,12-flipt-io,instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,1323,111798,352,flipt-io/flipt,,,,,,,,,,,12/19/2025
,13-flipt-io,instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,16870,94928,360,flipt-io/flipt,,,,,,,,,,,12/19/2025
,14-flipt-io,instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,7075,102003,407,flipt-io/flipt,,,,,,,,,,,12/19/2025
,15-flipt-io,instance_flipt-io__flipt-518ec324b66a07fdd95464a5e9ca5fe7681ad8f9,101,102104,407,flipt-io/flipt,,,,,,,,,,,12/19/2025
,16-flipt-io,instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f,1462,103566,430,flipt-io/flipt,,,,,,,,,,,12/19/2025
,17-flipt-io,instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,1425,104991,434,flipt-io/flipt,,,,,,,,,,,12/19/2025
,18-flipt-io,instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,42,105033,435,flipt-io/flipt,,,,,,,,,,,12/19/2025
,19-flipt-io,instance_flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918,253,105286,444,flipt-io/flipt,,,,,,,,,,,12/19/2025
,20-flipt-io,instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9,172,105458,446,flipt-io/flipt,,,,,,,,,,,12/19/2025
,21-flipt-io,instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,46039,59419,371,flipt-io/flipt,,,,,,,,,,,12/20/2025
,22-flipt-io,instance_flipt-io__flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce,1276,60695,393,flipt-io/flipt,,,,,,,,,,,12/20/2025
,23-flipt-io,instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,1506,62201,401,flipt-io/flipt,,,,,,,,,,,12/20/2025
,24-flipt-io,instance_flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67,219,62420,405,flipt-io/flipt,,,,,,,,,,,12/20/2025
,25-flipt-io,instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,96,62516,405,flipt-io/flipt,,,,,,,,,,,12/20/2025
,26-flipt-io,instance_flipt-io__flipt-ebb3f84c74d61eee4d8c6875140b990eee62e146,1289,63805,412,flipt-io/flipt,,,,,,,,,,,12/20/2025
,27-flipt-io,instance_flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b,63710,127515,599,flipt-io/flipt,,,,,,,,,,,12/20/2025
,28-flipt-io,instance_flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1,23408,150923,629,flipt-io/flipt,,,,,,,,,,,12/20/2025
,29-flipt-io,instance_flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125,153,151076,631,flipt-io/flipt,,,,,,,,,,,12/20/2025
,30-flipt-io,instance_flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1,20650,171726,640,flipt-io/flipt,,,,,,,,,,,12/20/2025
,31-flipt-io,instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,1991,169735,641,flipt-io/flipt,,,,,,,,,,,12/20/2025
,32-flipt-io,instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765,43,169778,641,flipt-io/flipt,,,,,,,,,,,12/20/2025
,33-flipt-io,instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c,31204,200982,743,flipt-io/flipt,,,,,,,,,,,12/20/2025
,34-flipt-io,instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d,13,200995,745,flipt-io/flipt,,,,,,,,,,,12/20/2025
,35-flipt-io,instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,2636,203631,752,flipt-io/flipt,,,,,,,,,,,12/20/2025
,36-flipt-io,instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,847,204478,762,flipt-io/flipt,,,,,,,,,,,12/20/2025
,37-flipt-io,instance_flipt-io__flipt-f743945d599b178293e89e784b3b2374b1026430,3488,207966,777,flipt-io/flipt,,,,,,,,,,,12/20/2025
,38-flipt-io,instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b,1138,209104,783,flipt-io/flipt,,,,,,,,,,,12/20/2025
,39-flipt-io,instance_flipt-io__flipt-29d3f9db40c83434d0e3cc082af8baec64c391a9,267,209371,788,flipt-io/flipt,,,,,,,,,,,12/20/2025
,40-flipt-io,instance_flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b,180,209551,788,flipt-io/flipt,,,,,,,,,,,12/20/2025
,41-flipt-io,instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,298,209849,796,flipt-io/flipt,,,,,,,,,,,12/20/2025
,42-flipt-io,instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,34,209883,796,flipt-io/flipt,,,,,,,,,,,12/20/2025
,43-flipt-io,instance_flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e,944,210827,808,flipt-io/flipt,,,,,,,,,,,12/20/2025
,44-flipt-io,instance_flipt-io__flipt-72d06db14d58692bfb4d07b1aa745a37b35956f3,4484,215311,836,flipt-io/flipt,,,,,,,,,,,12/20/2025
,45-flipt-io,instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,751,216062,838,flipt-io/flipt,,,,,,,,,,,12/20/2025
,46-flipt-io,instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,370,216432,847,flipt-io/flipt,,,,,,,,,,,12/20/2025
,47-flipt-io,instance_flipt-io__flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26,492,216924,850,flipt-io/flipt,,,,,,,,,,,12/20/2025
,48-flipt-io,instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,1137,218061,881,flipt-io/flipt,,,,,,,,,,,12/20/2025
,49-flipt-io,instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,371,218432,884,flipt-io/flipt,,,,,,,,,,,12/20/2025
,50-flipt-io,instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,802,217630,889,flipt-io/flipt,,,,,,,,,,,12/20/2025
,51-flipt-io,instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,507,218137,890,flipt-io/flipt,,,,,,,,,,,12/20/2025
,52-flipt-io,instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,3175,221312,897,flipt-io/flipt,,,,,,,,,,,12/20/2025
,53-flipt-io,instance_flipt-io__flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0,827,220485,915,flipt-io/flipt,,,,,,,,,,,12/20/2025
,54-flipt-io,instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,266,220751,915,flipt-io/flipt,,,,,,,,,,,12/20/2025
,55-flipt-io,instance_flipt-io__flipt-15b76cada1ef29cfa56b0fba36754be36243dded,372,220379,921,flipt-io/flipt,,,,,,,,,,,12/20/2025
,56-flipt-io,instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,4021,224400,931,flipt-io/flipt,,,,,,,,,,,12/20/2025
,57-flipt-io,instance_flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f,3254,227654,969,flipt-io/flipt,,,,,,,,,,,12/21/2025
,58-flipt-io,instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,1321,228975,976,flipt-io/flipt,,,,,,,,,,,12/21/2025
,59-flipt-io,instance_flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a,1440,230415,979,flipt-io/flipt,,,,,,,,,,,12/21/2025
,60-flipt-io,instance_flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0,223,230638,977,flipt-io/flipt,,,,,,,,,,,12/21/2025
,61-flipt-io,instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,388,231026,978,flipt-io/flipt,,,,,,,,,,,12/21/2025
,62-flipt-io,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,30,230996,986,flipt-io/flipt,,,,,,,,,,,12/21/2025
,63-flipt-io,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,2475,228521,993,flipt-io/flipt,,,,,,,,,,,12/21/2025
,64-flipt-io,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,313,228834,995,flipt-io/flipt,,,,,,,,,,,12/21/2025
,65-flipt-io,instance_flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3,711,229545,1000,flipt-io/flipt,,,,,,,,,,,12/21/2025
,66-flipt-io,instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,1303,230848,1008,flipt-io/flipt,,,,,,,,,,,12/21/2025
,67-flipt-io,instance_flipt-io__flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f,13,230861,1008,flipt-io/flipt,,,,,,,,,,,12/21/2025
,68-flipt-io,instance_flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1,2223,233084,1025,flipt-io/flipt,,,,,,,,,,,12/21/2025
,69-flipt-io,instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,2787,235871,1058,flipt-io/flipt,,,,,,,,,,,12/21/2025
,70-flipt-io,instance_flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4,1621,237492,1064,flipt-io/flipt,,,,,,,,,,,12/21/2025
,71-flipt-io,instance_flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9,2420,239912,1105,flipt-io/flipt,,,,,,,,,,,12/21/2025
,72-flipt-io,instance_flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063,1894,241806,1112,flipt-io/flipt,,,,,,,,,,,12/21/2025
,73-flipt-io,instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,902,242708,1121,flipt-io/flipt,,,,,,,,,,,12/21/2025
,74-flipt-io,instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,5791,248499,1092,flipt-io/flipt,,,,,,,,,,,12/21/2025
,75-flipt-io,instance_flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192,568,249067,1094,flipt-io/flipt,,,,,,,,,,,12/21/2025
,76-flipt-io,instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,226,248841,1092,flipt-io/flipt,,,,,,,,,,,12/21/2025
,77-flipt-io,instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,10411,259252,1123,flipt-io/flipt,,,,,,,,,,,12/21/2025
,78-flipt-io,instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,1069,258183,1127,flipt-io/flipt,,,,,,,,,,,12/21/2025
,79-flipt-io,instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,2961,261144,1131,flipt-io/flipt,,,,,,,,,,,12/21/2025
,80-flipt-io,instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,2008,263152,1148,flipt-io/flipt,,,,,,,,,,,12/21/2025
,81-flipt-io,instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,19822,282974,1153,flipt-io/flipt,,,,,,,,,,,12/21/2025
,82-flipt-io,instance_flipt-io__flipt-86906cbfc3a5d3629a583f98e6301142f5f14bdb-v6bea0cc3a6fc532d7da914314f2944fc1cd04dee,618,283592,1155,flipt-io/flipt,,,,,,,,,,,12/21/2025
,83-flipt-io,instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,1080,282512,1153,flipt-io/flipt,,,,,,,,,,,12/21/2025
,84-flipt-io,instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,479,282033,1150,flipt-io/flipt,,,,,,,,,,,12/21/2025
,85-flipt-io,instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,173,282206,1151,flipt-io/flipt,,,,,,,,,,,12/21/2025
,1-future-architect_vuls,instance_future-architect__vuls-9aa0d87a21bede91c2b45c32187456bb69455e92,45263,45263,153,future-architect/vuls,,,,,,,,,,,Base Branch
,2-future-architect_vuls,instance_future-architect__vuls-8d5ea98e50cf616847f4e5a2df300395d1f719e9,715,45978,160,future-architect/vuls,,,,,,,,,,,12/19/2025
,3-future-architect_vuls,instance_future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967,119,46097,161,future-architect/vuls,,,,,,,,,,,12/19/2025
,4-future-architect_vuls,instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,6170,52267,167,future-architect/vuls,,,,,,,,,,,12/19/2025
,5-future-architect_vuls,instance_future-architect__vuls-c11ba27509f733d7d280bdf661cbbe2e7a99df4c,128,52395,167,future-architect/vuls,,,,,,,,,,,12/19/2025
,6-future-architect_vuls,instance_future-architect__vuls-4b680b996061044e93ef5977a081661665d3360a,7625,44770,153,future-architect/vuls,,,,,,,,,,,12/19/2025
,7-future-architect_vuls,instance_future-architect__vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a,87,44857,153,future-architect/vuls,,,,,,,,,,,12/19/2025
,8-future-architect_vuls,instance_future-architect__vuls-edb324c3d9ec3b107bf947f00e38af99d05b3e16,417,45274,153,future-architect/vuls,,,,,,,,,,,12/19/2025
,9-future-architect_vuls,instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,206,45480,153,future-architect/vuls,,,,,,,,,,,12/19/2025
,10-future-architect_vuls,instance_future-architect__vuls-9a32a94806b54141b7ff12503c48da680ebcf199,174,45654,157,future-architect/vuls,,,,,,,,,,,12/19/2025
,11-future-architect_vuls,instance_future-architect__vuls-d576b6c6c15e56c47cc3e26f5878867677d4a9ea,279,45933,159,future-architect/vuls,,,,,,,,,,,12/19/2025
,12-future-architect_vuls,instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f,314,45619,157,future-architect/vuls,,,,,,,,,,,12/19/2025
,13-future-architect_vuls,instance_future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a,21,45640,157,future-architect/vuls,,,,,,,,,,,12/19/2025
,14-future-architect_vuls,instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4,685,46325,175,future-architect/vuls,,,,,,,,,,,12/19/2025
,15-future-architect_vuls,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,162,46163,175,future-architect/vuls,,,,,,,,,,,12/19/2025
,16-future-architect_vuls,instance_future-architect__vuls-abd80417728b16c6502067914d27989ee575f0ee,401,46564,175,future-architect/vuls,,,,,,,,,,,12/19/2025
,17-future-architect_vuls,instance_future-architect__vuls-e3c27e1817d68248043bd09d63cc31f3344a6f2c,85,46649,175,future-architect/vuls,,,,,,,,,,,12/19/2025
,18-future-architect_vuls,instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,132,46517,174,future-architect/vuls,,,,,,,,,,,12/19/2025
,19-future-architect_vuls,instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,50925,97442,179,future-architect/vuls,,,,,,,,,,,12/19/2025
,20-future-architect_vuls,instance_future-architect__vuls-7eb77f5b5127c847481bcf600b4dca2b7a85cf3e,28138,69304,177,future-architect/vuls,,,,,,,,,,,12/19/2025
,21-future-architect_vuls,instance_future-architect__vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc,51695,120999,188,future-architect/vuls,,,,,,,,,,,12/19/2025
,22-future-architect_vuls,instance_future-architect__vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed,1381,122380,193,future-architect/vuls,,,,,,,,,,,12/19/2025
,23-future-architect_vuls,instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d,915,123295,195,future-architect/vuls,,,,,,,,,,,12/19/2025
,24-future-architect_vuls,instance_future-architect__vuls-8659668177f1feb65963db7a967347a79c5f9c40,3907,119388,198,future-architect/vuls,,,,,,,,,,,12/19/2025
,25-future-architect_vuls,instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264,71183,48205,185,future-architect/vuls,,,,,,,,,,,12/20/2025
,26-future-architect_vuls,instance_future-architect__vuls-fe8d252c51114e922e6836055ef86a15f79ad042,423,48628,186,future-architect/vuls,,,,,,,,,,,12/20/2025
,27-future-architect_vuls,instance_future-architect__vuls-fd18df1dd4e4360f8932bc4b894bd8b40d654e7c,46,48582,188,future-architect/vuls,,,,,,,,,,,12/20/2025
,28-future-architect_vuls,instance_future-architect__vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0,2,48580,188,future-architect/vuls,,,,,,,,,,,12/20/2025
,29-future-architect_vuls,instance_future-architect__vuls-86b60e1478e44d28b1aff6b9ac7e95ceb05bc5fc,2363,50943,188,future-architect/vuls,,,,,,,,,,,12/20/2025
,30-future-architect_vuls,instance_future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,4488,55431,190,future-architect/vuls,,,,,,,,,,,12/20/2025
,31-future-architect_vuls,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,390,55821,190,future-architect/vuls,,,,,,,,,,,12/20/2025
,32-future-architect_vuls,instance_future-architect__vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c,260,56081,190,future-architect/vuls,,,,,,,,,,,12/20/2025
,33-future-architect_vuls,instance_future-architect__vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d,4444,60525,192,future-architect/vuls,,,,,,,,,,,12/20/2025
,34-future-architect_vuls,instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13,171,60354,192,future-architect/vuls,,,,,,,,,,,12/20/2025
,35-future-architect_vuls,instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc,319,60035,192,future-architect/vuls,,,,,,,,,,,12/20/2025
,36-future-architect_vuls,instance_future-architect__vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011,8444,68479,209,future-architect/vuls,,,,,,,,,,,12/20/2025
,37-future-architect_vuls,instance_future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702,884,69363,214,future-architect/vuls,,,,,,,,,,,12/20/2025
,38-future-architect_vuls,instance_future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,207,69570,215,future-architect/vuls,,,,,,,,,,,12/20/2025
,39-future-architect_vuls,instance_future-architect__vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23,305,69875,215,future-architect/vuls,,,,,,,,,,,12/20/2025
,40-future-architect_vuls,instance_future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,89,69964,215,future-architect/vuls,,,,,,,,,,,12/20/2025
,41-future-architect_vuls,instance_future-architect__vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c,794,70758,217,future-architect/vuls,,,,,,,,,,,12/20/2025
,42-future-architect_vuls,instance_future-architect__vuls-dc496468b9e9fb73371f9606cdcdb0f8e12e70ca,1741,72499,220,future-architect/vuls,,,,,,,,,,,12/20/2025
,43-future-architect_vuls,instance_future-architect__vuls-be7b9114cc9545e68fb0ee7bc63d7ec53d1a00ad,302,72197,223,future-architect/vuls,,,,,,,,,,,12/20/2025
,44-future-architect_vuls,instance_future-architect__vuls-e1df74cbc1a1d1889428b3333a3b2405c4651993,63,72260,223,future-architect/vuls,,,,,,,,,,,12/20/2025
,45-future-architect_vuls,instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,60,72320,223,future-architect/vuls,,,,,,,,,,,12/20/2025
,46-future-architect_vuls,instance_future-architect__vuls-ef2be3d6ea4c0a13674aaab08b182eca4e2b9a17-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,685,73005,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,47-future-architect_vuls,instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,56,73061,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,48-future-architect_vuls,instance_future-architect__vuls-e4728e388120b311c4ed469e4f942e0347a2689b-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,160,73221,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,49-future-architect_vuls,instance_future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d,191,73412,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,50-future-architect_vuls,instance_future-architect__vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904,772,74184,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,51-future-architect_vuls,instance_future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e,1413,75597,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,52-future-architect_vuls,instance_future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,308,75905,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,53-future-architect_vuls,instance_future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45,351,76256,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,54-future-architect_vuls,instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af,953,77209,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,55-future-architect_vuls,instance_future-architect__vuls-e049df50fa1eecdccc5348e27845b5c783ed7c76-v73dc95f6b90883d8a87e01e5e9bb6d3cc32add6d,384,77593,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,56-future-architect_vuls,instance_future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,328,77921,224,future-architect/vuls,,,,,,,,,,,12/20/2025
,57-future-architect_vuls,instance_future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,927,78848,226,future-architect/vuls,,,,,,,,,,,12/20/2025
,58-future-architect_vuls,instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,637,79485,226,future-architect/vuls,,,,,,,,,,,12/20/2025
,59-future-architect_vuls,instance_future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,85,79570,226,future-architect/vuls,,,,,,,,,,,12/20/2025
,60-future-architect_vuls,instance_future-architect__vuls-f6cc8c263dc00329786fa516049c60d4779c4a07,2129,81699,230,future-architect/vuls,,,,,,,,,,,12/20/2025
,61-future-architect_vuls,instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d,6477,88176,237,future-architect/vuls,,,,,,,,,,,12/20/2025
,62-future-architect_vuls,instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07,171,88347,237,future-architect/vuls,,,,,,,,,,,12/20/2025
